,age,gender,time_spent,platform,interests,location,demographics,userid,profession,income,indebt,isHomeOwner,Owns_Car,income_range,,,
,26,non-binary,1,Facebook,Lifestlye,United Kingdom,Urban,271,Student,10681,False,True,True,Low,,,
,58,non-binary,4,YouTube,Travel,Australia,Rural,272,Software Engineer,13932,True,True,False,Medium,,,
,52,non-binary,3,Instagram,Lifestlye,Australia,Urban,273,Software Engineer,15560,True,True,True,Low,,,
,36,male,9,Instagram,Lifestlye,United States,Sub_Urban,274,Marketer Manager,14016,False,True,False,Medium,,,
,33,female,8,Facebook,Travel,Australia,Sub_Urban,275,Marketer Manager,17339,True,True,False,High,,,
,20,male,1,Instagram,Sports,United Kingdom,Urban,276,Marketer Manager,10719,True,True,False,Low,,,
,37,non-binary,6,Facebook,Sports,Australia,Rural,277,Marketer Manager,10074,True,True,True,Low,,,
,41,male,9,Facebook,Travel,United States,Sub_Urban,278,Software Engineer,19485,False,True,True,High,,,
,50,non-binary,7,Instagram,Sports,Australia,Sub_Urban,279,Marketer Manager,14157,False,True,True,Medium,,,
,41,non-binary,4,YouTube,Lifestlye,Australia,Rural,280,Marketer Manager,18511,True,True,True,High,,,
,28,male,1,Instagram,Lifestlye,United States,Rural,281,Student,12149,True,True,False,Medium,,,
,25,non-binary,2,Instagram,Travel,United States,Urban,282,Marketer Manager,19644,False,True,False,High,,,
,53,female,5,Facebook,Sports,United Kingdom,Rural,283,Marketer Manager,19747,True,False,False,High,,,
,55,non-binary,5,Instagram,Sports,Australia,Rural,284,Marketer Manager,16713,True,True,False,High,,,
,57,female,8,Facebook,Lifestlye,United Kingdom,Rural,285,Software Engineer,14207,False,True,True,Medium,,,
,37,female,6,YouTube,Travel,Australia,Urban,286,Student,17141,False,True,False,High,,,
,52,non-binary,8,YouTube,Sports,Australia,Urban,287,Marketer Manager,18652,False,True,True,High,,,
,42,male,2,YouTube,Travel,United Kingdom,Sub_Urban,288,Marketer Manager,19078,True,True,False,High,,,
,52,female,3,Instagram,Sports,Australia,Urban,289,Student,13936,True,True,False,Medium,,,
,42,male,6,Facebook,Lifestlye,Australia,Sub_Urban,290,Marketer Manager,19307,True,False,False,High,,,
,46,female,3,YouTube,Lifestlye,Australia,Rural,291,Software Engineer,11075,True,False,True,Low,,,
,35,non-binary,6,Facebook,Travel,United States,Sub_Urban,292,Marketer Manager,13876,False,False,True,Medium,,,
,63,non-binary,6,Facebook,Lifestlye,United Kingdom,Sub_Urban,293,Software Engineer,14615,True,True,False,Medium,,,
,35,female,2,YouTube,Sports,United States,Rural,294,Software Engineer,17265,True,True,False,High,,,
,19,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban,295,Marketer Manager,16379,False,True,False,High,,,
,52,female,2,Facebook,Travel,United Kingdom,Urban,296,Student,19118,False,False,True,High,,,
,33,non-binary,6,YouTube,Travel,Australia,Urban,297,Software Engineer,14652,True,True,True,Medium,,,
,58,male,1,Facebook,Travel,United Kingdom,Urban,298,Student,16792,False,True,True,High,,,
,53,non-binary,3,Facebook,Sports,United States,Urban,299,Marketer Manager,19247,False,False,False,High,,,
,50,male,2,YouTube,Sports,United States,Sub_Urban,300,Software Engineer,17456,True,False,True,High,,,
,21,non-binary,7,Instagram,Sports,United States,Sub_Urban,301,Marketer Manager,14674,True,True,False,Medium,,,
,50,male,4,YouTube,Sports,United Kingdom,Rural,302,Student,10541,True,True,True,Low,,,
,31,non-binary,8,Instagram,Sports,United States,Sub_Urban,303,Marketer Manager,12161,True,True,False,Medium,,,
,38,male,6,Facebook,Lifestlye,United Kingdom,Sub_Urban,304,Marketer Manager,12251,False,True,False,Medium,,,
,37,female,4,Facebook,Sports,United States,Sub_Urban,305,Software Engineer,19244,False,False,True,High,,,
,25,female,5,Instagram,Sports,United States,Rural,306,Marketer Manager,14569,True,True,False,Medium,,,
,24,male,9,Facebook,Lifestlye,United Kingdom,Urban,307,Marketer Manager,12744,True,True,False,Medium,,,
,20,non-binary,7,Instagram,Sports,United States,Sub_Urban,308,Marketer Manager,16041,False,False,False,High,,,
,34,male,9,Instagram,Travel,Australia,Rural,309,Software Engineer,14675,True,True,True,Medium,,,
,50,non-binary,7,Facebook,Sports,United Kingdom,Rural,310,Student,11560,True,True,False,Low,,,
,29,female,1,Instagram,Sports,United Kingdom,Rural,311,Student,11164,True,False,True,Low,,,
,39,non-binary,8,YouTube,Travel,United Kingdom,Urban,312,Marketer Manager,15419,True,False,True,Low,,,
,39,female,4,YouTube,Travel,Australia,Sub_Urban,313,Software Engineer,12722,False,True,False,Medium,,,
,63,non-binary,3,Facebook,Travel,United Kingdom,Rural,314,Marketer Manager,10470,True,False,True,Low,,,
,47,non-binary,7,Facebook,Travel,United States,Urban,315,Student,19608,False,False,False,High,,,
,55,non-binary,3,Instagram,Sports,United States,Rural,316,Software Engineer,11468,True,True,True,Low,,,
,55,male,8,Instagram,Travel,United States,Rural,317,Student,17925,True,False,False,High,,,
,62,male,6,Instagram,Travel,United Kingdom,Rural,318,Student,10808,False,True,True,Low,,,
,25,female,5,Instagram,Lifestlye,United States,Rural,319,Software Engineer,18363,True,True,False,High,,,
,44,female,4,YouTube,Travel,United Kingdom,Rural,320,Software Engineer,16719,False,True,False,High,,,
,44,male,8,YouTube,Travel,United States,Urban,321,Marketer Manager,15073,True,True,False,Low,,,
,51,female,8,Facebook,Lifestlye,Australia,Sub_Urban,322,Marketer Manager,18012,True,False,False,High,,,
,38,male,1,Instagram,Lifestlye,Australia,Sub_Urban,323,Student,11645,True,True,True,Low,,,
,47,non-binary,9,Instagram,Sports,Australia,Sub_Urban,324,Software Engineer,18249,True,True,True,High,,,
,50,female,5,Facebook,Lifestlye,Australia,Sub_Urban,325,Software Engineer,11129,True,True,False,Low,,,
,45,female,4,Instagram,Sports,United Kingdom,Urban,326,Marketer Manager,11353,False,True,True,Low,,,
,64,male,6,Instagram,Lifestlye,United States,Urban,327,Student,10767,False,False,False,Low,,,
,50,female,6,Instagram,Lifestlye,Australia,Urban,328,Student,13895,True,False,False,Medium,,,
,22,female,2,Instagram,Sports,United Kingdom,Rural,329,Marketer Manager,18874,True,False,True,High,,,
,36,non-binary,8,Instagram,Lifestlye,Australia,Rural,330,Software Engineer,13454,False,True,True,Medium,,,
,21,female,7,Facebook,Sports,Australia,Rural,331,Marketer Manager,17329,False,False,False,High,,,
,52,non-binary,1,Instagram,Lifestlye,United Kingdom,Sub_Urban,332,Marketer Manager,11790,True,False,True,Low,,,
,34,male,5,Facebook,Travel,United Kingdom,Rural,333,Marketer Manager,19669,True,True,False,High,,,
,61,female,6,Instagram,Lifestlye,United States,Sub_Urban,334,Marketer Manager,10885,False,False,True,Low,,,
,45,non-binary,4,YouTube,Sports,United States,Rural,335,Software Engineer,17734,True,True,True,High,,,
,47,male,2,YouTube,Lifestlye,Australia,Sub_Urban,336,Marketer Manager,13906,False,False,True,Medium,,,
,46,female,4,YouTube,Sports,Australia,Rural,337,Software Engineer,14492,True,False,True,Medium,,,
,63,male,1,YouTube,Sports,United States,Rural,338,Marketer Manager,19730,False,False,True,High,,,
,23,female,7,Facebook,Travel,United States,Urban,339,Student,12073,False,False,False,Medium,,,
,52,male,2,Facebook,Travel,United Kingdom,Rural,340,Software Engineer,10312,True,True,True,Low,,,
,58,male,2,Instagram,Sports,United States,Rural,341,Student,16269,False,True,True,High,,,
,54,non-binary,9,YouTube,Lifestlye,United States,Urban,342,Marketer Manager,15317,True,False,False,Low,,,
,41,male,5,Facebook,Sports,Australia,Sub_Urban,343,Marketer Manager,10810,True,True,False,Low,,,
,46,female,2,Instagram,Sports,United States,Urban,344,Marketer Manager,16841,True,False,False,High,,,
,63,female,9,Instagram,Lifestlye,Australia,Urban,345,Software Engineer,12032,True,False,True,Medium,,,
,48,non-binary,9,Facebook,Lifestlye,United States,Sub_Urban,346,Student,19699,False,False,True,High,,,
,52,female,1,YouTube,Lifestlye,United Kingdom,Rural,347,Software Engineer,17129,True,False,False,High,,,
,50,female,3,Instagram,Lifestlye,United States,Sub_Urban,348,Software Engineer,12705,True,False,False,Medium,,,
,38,female,4,YouTube,Sports,United States,Rural,349,Marketer Manager,18788,True,False,False,High,,,
,49,male,7,YouTube,Sports,United States,Rural,350,Student,12147,True,True,False,Medium,,,
,40,male,4,YouTube,Travel,Australia,Sub_Urban,351,Marketer Manager,10615,False,True,True,Low,,,
,50,female,2,Instagram,Sports,United Kingdom,Urban,352,Software Engineer,10947,True,False,True,Low,,,
,20,non-binary,7,YouTube,Lifestlye,United States,Sub_Urban,353,Marketer Manager,15677,False,True,True,Low,,,
,35,male,6,Instagram,Travel,Australia,Rural,354,Student,14651,False,False,True,Medium,,,
,42,non-binary,3,YouTube,Lifestlye,United Kingdom,Sub_Urban,355,Marketer Manager,17866,False,True,True,High,,,
,59,female,6,Instagram,Sports,Australia,Sub_Urban,356,Student,12013,True,True,False,Medium,,,
,48,female,6,YouTube,Travel,Australia,Rural,357,Student,13697,True,True,True,Medium,,,
,20,male,5,Facebook,Lifestlye,United Kingdom,Urban,358,Marketer Manager,10490,True,False,False,Low,,,
,57,female,4,YouTube,Travel,United States,Sub_Urban,359,Software Engineer,14350,True,True,False,Medium,,,
,63,male,1,YouTube,Travel,Australia,Rural,360,Marketer Manager,12428,False,False,False,Medium,,,
,41,female,6,Instagram,Sports,Australia,Rural,361,Software Engineer,14987,False,False,True,Medium,,,
,49,female,2,Instagram,Lifestlye,United States,Sub_Urban,362,Software Engineer,18733,True,False,False,High,,,
,64,male,3,YouTube,Travel,United States,Urban,363,Marketer Manager,19479,True,True,True,High,,,
,39,male,8,Facebook,Travel,United Kingdom,Sub_Urban,364,Software Engineer,19825,True,True,False,High,,,
,40,male,6,Facebook,Lifestlye,United Kingdom,Urban,365,Software Engineer,14920,True,True,True,Medium,,,
,19,female,3,Instagram,Travel,United Kingdom,Urban,366,Marketer Manager,12926,True,False,False,Medium,,,
,44,female,7,Facebook,Travel,United States,Urban,367,Marketer Manager,19544,True,False,True,High,,,
,59,non-binary,4,YouTube,Travel,Australia,Urban,368,Marketer Manager,17282,True,True,False,High,,,
,19,male,9,Instagram,Lifestlye,Australia,Sub_Urban,369,Software Engineer,14376,False,False,False,Medium,,,
,43,female,5,YouTube,Lifestlye,United Kingdom,Rural,370,Student,19490,False,True,False,High,,,
,34,female,3,Instagram,Lifestlye,United States,Rural,371,Software Engineer,14868,False,True,False,Medium,,,
,57,male,2,Instagram,Lifestlye,Australia,Rural,372,Student,16986,False,True,True,High,,,
,50,non-binary,2,Instagram,Sports,United Kingdom,Rural,373,Marketer Manager,16862,True,True,True,High,,,
,26,male,3,Instagram,Travel,Australia,Rural,374,Student,14423,True,False,True,Medium,,,
,60,non-binary,2,Facebook,Lifestlye,Australia,Rural,375,Marketer Manager,16870,True,True,False,High,,,
,56,female,4,YouTube,Travel,United States,Sub_Urban,376,Marketer Manager,18159,True,True,False,High,,,
,46,non-binary,2,YouTube,Travel,United States,Urban,377,Student,12073,True,True,False,Medium,,,
,59,female,9,YouTube,Sports,Australia,Rural,378,Marketer Manager,16170,False,True,False,High,,,
,43,male,2,Instagram,Lifestlye,United Kingdom,Sub_Urban,379,Student,10701,True,True,False,Low,,,
,52,male,9,Facebook,Lifestlye,United States,Rural,380,Marketer Manager,18113,False,True,False,High,,,
,42,male,6,YouTube,Travel,Australia,Rural,381,Software Engineer,16825,True,True,True,High,,,
,41,non-binary,1,Facebook,Lifestlye,United States,Urban,382,Software Engineer,17867,False,False,True,High,,,
,30,female,4,Instagram,Travel,United States,Urban,383,Marketer Manager,14264,True,False,True,Medium,,,
,24,male,1,YouTube,Travel,United States,Urban,384,Marketer Manager,17968,False,False,True,High,,,
,53,male,6,Facebook,Sports,Australia,Rural,385,Student,18146,True,False,True,High,,,
,62,female,4,Instagram,Sports,United Kingdom,Rural,386,Software Engineer,17776,True,True,True,High,,,
,37,male,3,Facebook,Sports,United Kingdom,Rural,387,Student,18558,True,False,True,High,,,
,18,female,3,YouTube,Travel,United Kingdom,Urban,388,Marketer Manager,18719,True,False,True,High,,,
,25,female,9,YouTube,Lifestlye,United States,Sub_Urban,389,Marketer Manager,14886,False,False,False,Medium,,,
,63,female,6,Instagram,Sports,Australia,Rural,390,Student,13935,True,True,False,Medium,,,
,33,female,9,Instagram,Lifestlye,United States,Rural,391,Marketer Manager,14619,False,False,False,Medium,,,
,31,female,5,Instagram,Sports,United Kingdom,Rural,392,Software Engineer,15191,True,False,False,Low,,,
,29,non-binary,2,Facebook,Sports,United Kingdom,Sub_Urban,393,Student,16875,False,True,False,High,,,
,40,male,8,Facebook,Travel,Australia,Rural,394,Software Engineer,17856,True,False,False,High,,,
,32,non-binary,5,Facebook,Sports,United States,Sub_Urban,395,Software Engineer,15401,True,True,False,Low,,,
,45,male,2,Instagram,Sports,United Kingdom,Rural,396,Software Engineer,13022,False,False,True,Medium,,,
,51,non-binary,4,YouTube,Travel,Australia,Sub_Urban,397,Student,15738,True,True,True,Low,,,
,19,female,9,YouTube,Lifestlye,United States,Rural,398,Marketer Manager,15984,True,False,False,Low,,,
,49,male,4,Facebook,Sports,United States,Urban,399,Software Engineer,11770,False,False,True,Low,,,
,40,male,4,Facebook,Travel,United Kingdom,Urban,400,Software Engineer,19969,True,False,True,High,,,
,39,non-binary,2,YouTube,Sports,United Kingdom,Urban,401,Software Engineer,18989,False,True,True,High,,,
,42,non-binary,6,YouTube,Travel,United States,Urban,402,Marketer Manager,13215,True,False,True,Medium,,,
,39,male,2,Facebook,Lifestlye,United States,Rural,403,Marketer Manager,16694,False,True,True,High,,,
,39,non-binary,7,Facebook,Lifestlye,United Kingdom,Urban,404,Student,12976,False,True,False,Medium,,,
,59,non-binary,3,YouTube,Travel,United States,Sub_Urban,405,Marketer Manager,13737,False,True,True,Medium,,,
,23,non-binary,3,Instagram,Travel,United Kingdom,Urban,406,Student,19903,False,True,False,High,,,
,32,female,5,Facebook,Travel,United States,Urban,407,Student,10752,True,False,False,Low,,,
,60,female,3,YouTube,Lifestlye,United Kingdom,Urban,408,Student,11392,True,False,False,Low,,,
,54,non-binary,2,YouTube,Sports,Australia,Rural,409,Student,16789,False,False,True,High,,,
,50,non-binary,9,YouTube,Lifestlye,United Kingdom,Urban,410,Student,10677,True,True,False,Low,,,
,25,female,2,YouTube,Travel,United Kingdom,Sub_Urban,411,Software Engineer,10105,True,False,False,Low,,,
,61,female,2,Instagram,Travel,Australia,Urban,412,Marketer Manager,14753,True,True,False,Medium,,,
,61,male,8,YouTube,Lifestlye,United States,Urban,413,Software Engineer,11946,False,True,False,Low,,,
,22,male,9,Facebook,Travel,Australia,Urban,414,Student,15544,True,True,True,Low,,,
,56,female,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,415,Marketer Manager,11095,True,False,False,Low,,,
,21,non-binary,3,YouTube,Travel,United States,Urban,416,Software Engineer,16985,False,False,False,High,,,
,23,non-binary,9,Instagram,Sports,Australia,Sub_Urban,417,Software Engineer,11782,True,True,False,Low,,,
,62,non-binary,3,Facebook,Sports,United States,Sub_Urban,418,Student,14541,False,False,False,Medium,,,
,49,non-binary,5,YouTube,Travel,United States,Urban,419,Software Engineer,13257,False,False,True,Medium,,,
,47,male,9,Facebook,Lifestlye,Australia,Sub_Urban,420,Software Engineer,16213,False,True,False,High,,,
,64,female,3,YouTube,Sports,United States,Rural,421,Software Engineer,14869,True,True,False,Medium,,,
,52,non-binary,7,YouTube,Lifestlye,Australia,Urban,422,Software Engineer,11561,True,False,False,Low,,,
,57,male,1,YouTube,Travel,United Kingdom,Urban,423,Software Engineer,14006,False,True,False,Medium,,,
,33,non-binary,4,YouTube,Lifestlye,United States,Sub_Urban,424,Student,19867,False,True,False,High,,,
,30,female,4,YouTube,Sports,United Kingdom,Sub_Urban,425,Student,19314,False,False,False,High,,,
,59,male,7,Instagram,Lifestlye,United Kingdom,Urban,426,Software Engineer,13981,False,False,True,Medium,,,
,47,female,8,YouTube,Lifestlye,United States,Rural,427,Student,19493,False,True,False,High,,,
,36,female,1,YouTube,Travel,Australia,Sub_Urban,428,Student,15682,False,False,True,Low,,,
,34,male,5,Instagram,Travel,United States,Sub_Urban,429,Marketer Manager,15782,True,True,True,Low,,,
,36,male,7,Instagram,Travel,United Kingdom,Rural,430,Software Engineer,10943,False,True,False,Low,,,
,45,male,4,Instagram,Sports,United Kingdom,Rural,431,Student,14550,False,False,True,Medium,,,
,43,male,4,Instagram,Sports,Australia,Urban,432,Student,19137,False,True,False,High,,,
,54,male,4,Instagram,Travel,United States,Rural,433,Software Engineer,10600,True,True,True,Low,,,
,43,male,6,Instagram,Travel,United Kingdom,Urban,434,Marketer Manager,16376,True,True,False,High,,,
,40,male,7,YouTube,Sports,United Kingdom,Rural,435,Software Engineer,19609,True,False,True,High,,,
,26,non-binary,2,YouTube,Sports,United Kingdom,Sub_Urban,436,Marketer Manager,11524,True,False,True,Low,,,
,29,female,5,Facebook,Sports,Australia,Urban,437,Software Engineer,13766,False,False,False,Medium,,,
,18,male,4,YouTube,Sports,United Kingdom,Urban,438,Software Engineer,10250,True,True,True,Low,,,
,18,non-binary,3,YouTube,Travel,United Kingdom,Urban,439,Software Engineer,19736,False,True,True,High,,,
,64,non-binary,7,Instagram,Sports,United States,Rural,440,Software Engineer,10078,False,False,True,Low,,,
,51,non-binary,6,Instagram,Travel,United States,Sub_Urban,441,Marketer Manager,13123,False,False,True,Medium,,,
,49,female,7,YouTube,Lifestlye,United Kingdom,Urban,442,Marketer Manager,19089,False,False,True,High,,,
,42,male,5,Facebook,Lifestlye,United Kingdom,Urban,443,Student,17064,False,True,False,High,,,
,57,non-binary,6,Instagram,Sports,United States,Urban,444,Software Engineer,18417,False,False,True,High,,,
,62,female,5,YouTube,Lifestlye,Australia,Urban,445,Marketer Manager,11209,True,True,True,Low,,,
,18,female,7,YouTube,Lifestlye,Australia,Sub_Urban,446,Marketer Manager,15153,True,False,False,Low,,,
,33,female,2,Facebook,Lifestlye,Australia,Rural,447,Marketer Manager,14898,True,True,False,Medium,,,
,56,non-binary,5,Facebook,Sports,Australia,Sub_Urban,448,Software Engineer,12178,True,True,False,Medium,,,
,22,male,6,Instagram,Sports,Australia,Urban,449,Student,17610,True,False,True,High,,,
,39,non-binary,6,Facebook,Lifestlye,Australia,Sub_Urban,450,Marketer Manager,18895,False,True,True,High,,,
,46,non-binary,5,YouTube,Travel,Australia,Urban,451,Software Engineer,12544,True,False,True,Medium,,,
,20,male,7,YouTube,Lifestlye,Australia,Rural,452,Marketer Manager,15522,True,True,True,Low,,,
,29,male,8,Facebook,Sports,United States,Rural,453,Marketer Manager,12370,True,True,False,Medium,,,
,43,male,7,Facebook,Sports,Australia,Rural,454,Student,13281,False,False,False,Medium,,,
,33,female,5,Facebook,Sports,Australia,Urban,455,Marketer Manager,14710,False,True,True,Medium,,,
,54,male,1,Facebook,Lifestlye,Australia,Sub_Urban,456,Marketer Manager,10328,False,False,True,Low,,,
,39,non-binary,5,Instagram,Travel,United Kingdom,Rural,457,Software Engineer,15579,True,False,True,Low,,,
,46,male,2,Facebook,Sports,United States,Urban,458,Software Engineer,14228,True,False,True,Medium,,,
,31,non-binary,5,Instagram,Sports,United States,Urban,459,Student,16794,True,True,False,High,,,
,45,female,5,YouTube,Lifestlye,United States,Sub_Urban,460,Software Engineer,10120,True,True,False,Low,,,
,22,non-binary,2,Facebook,Travel,Australia,Rural,461,Software Engineer,16749,True,True,True,High,,,
,64,non-binary,5,Instagram,Lifestlye,Australia,Urban,462,Student,10964,False,False,False,Low,,,
,47,male,4,Facebook,Sports,United Kingdom,Sub_Urban,463,Marketer Manager,14224,True,False,True,Medium,,,
,63,male,1,YouTube,Travel,United States,Rural,464,Student,13675,False,True,True,Medium,,,
,22,non-binary,3,YouTube,Travel,Australia,Sub_Urban,465,Software Engineer,15694,True,True,False,Low,,,
,29,male,1,YouTube,Sports,United States,Sub_Urban,466,Student,12076,False,False,True,Medium,,,
,33,female,5,Facebook,Travel,United Kingdom,Urban,467,Marketer Manager,16865,False,True,False,High,,,
,43,female,4,Facebook,Travel,United Kingdom,Urban,468,Student,15643,False,False,True,Low,,,
,43,male,7,Instagram,Lifestlye,United Kingdom,Urban,469,Software Engineer,18524,False,True,False,High,,,
,38,female,5,YouTube,Sports,United States,Sub_Urban,470,Software Engineer,15249,True,False,True,Low,,,
,56,male,4,Facebook,Sports,Australia,Urban,471,Student,11316,True,True,False,Low,,,
,53,non-binary,2,YouTube,Sports,Australia,Sub_Urban,472,Marketer Manager,11196,True,True,True,Low,,,
,50,non-binary,4,YouTube,Sports,United Kingdom,Sub_Urban,473,Student,13170,False,False,True,Medium,,,
,47,female,2,Instagram,Sports,Australia,Urban,474,Marketer Manager,19621,True,False,False,High,,,
,54,male,8,Instagram,Travel,United Kingdom,Rural,475,Marketer Manager,10355,True,False,True,Low,,,
,40,male,3,Instagram,Lifestlye,United States,Rural,476,Student,19718,True,True,False,High,,,
,27,female,9,Instagram,Sports,United Kingdom,Rural,477,Marketer Manager,10028,True,False,False,Low,,,
,22,non-binary,4,YouTube,Lifestlye,United States,Sub_Urban,478,Software Engineer,11013,False,False,True,Low,,,
,53,female,6,Instagram,Lifestlye,United Kingdom,Sub_Urban,479,Student,19019,False,True,True,High,,,
,51,non-binary,5,Instagram,Travel,Australia,Sub_Urban,480,Marketer Manager,12024,True,False,True,Medium,,,
,48,male,1,Instagram,Sports,Australia,Urban,481,Software Engineer,18490,True,False,True,High,,,
,27,non-binary,9,Instagram,Travel,United Kingdom,Sub_Urban,482,Student,15839,True,False,False,Low,,,
,36,female,1,YouTube,Sports,Australia,Urban,483,Software Engineer,15791,False,True,True,Low,,,
,49,male,8,Instagram,Travel,Australia,Urban,484,Software Engineer,10754,False,True,True,Low,,,
,18,female,9,YouTube,Lifestlye,Australia,Rural,485,Software Engineer,18961,False,True,True,High,,,
,22,female,9,Facebook,Sports,United States,Rural,486,Marketer Manager,13735,True,False,False,Medium,,,
,62,non-binary,1,YouTube,Lifestlye,Australia,Rural,487,Student,11238,False,True,True,Low,,,
,21,female,2,YouTube,Lifestlye,United States,Urban,488,Student,11906,False,False,False,Low,,,
,33,non-binary,1,Instagram,Travel,United Kingdom,Urban,489,Marketer Manager,17399,False,False,True,High,,,
,41,male,2,Facebook,Sports,Australia,Urban,490,Student,17961,False,False,False,High,,,
,33,non-binary,8,Facebook,Lifestlye,Australia,Sub_Urban,491,Software Engineer,19756,False,True,True,High,,,
,19,male,5,Facebook,Travel,Australia,Urban,492,Student,19410,True,True,True,High,,,
,45,non-binary,7,Facebook,Sports,United Kingdom,Rural,493,Marketer Manager,14601,True,False,False,Medium,,,
,49,female,2,YouTube,Sports,United States,Rural,494,Software Engineer,19549,True,False,True,High,,,
,44,non-binary,8,Facebook,Lifestlye,United States,Urban,495,Marketer Manager,11460,True,True,True,Low,,,
,37,non-binary,6,YouTube,Sports,Australia,Urban,496,Software Engineer,17669,False,True,True,High,,,
,41,male,8,YouTube,Lifestlye,United Kingdom,Rural,497,Software Engineer,11416,True,True,False,Low,,,
,29,female,1,YouTube,Sports,United Kingdom,Urban,498,Student,17766,True,False,True,High,,,
,52,non-binary,1,Facebook,Travel,United Kingdom,Rural,499,Software Engineer,11428,True,True,False,Low,,,
,50,female,7,Instagram,Lifestlye,United Kingdom,Sub_Urban,500,Marketer Manager,14378,False,True,False,Medium,,,
,50,non-binary,8,Instagram,Lifestlye,United Kingdom,Rural,501,Student,17529,True,True,False,High,,,
,60,non-binary,3,Facebook,Sports,United States,Sub_Urban,502,Marketer Manager,14474,False,False,True,Medium,,,
,54,female,5,Instagram,Sports,United States,Urban,503,Software Engineer,13071,False,True,False,Medium,,,
,29,non-binary,1,Instagram,Lifestlye,United States,Urban,504,Marketer Manager,10555,False,False,False,Low,,,
,20,female,7,YouTube,Sports,Australia,Sub_Urban,505,Marketer Manager,18547,True,False,True,High,,,
,18,non-binary,5,YouTube,Travel,United Kingdom,Urban,506,Software Engineer,11563,False,False,False,Low,,,
,50,male,8,Facebook,Sports,Australia,Sub_Urban,507,Student,11040,True,True,False,Low,,,
,57,female,8,Facebook,Travel,United Kingdom,Urban,508,Marketer Manager,12686,True,True,True,Medium,,,
,27,non-binary,9,Instagram,Travel,United States,Rural,509,Software Engineer,12553,True,True,True,Medium,,,
,60,non-binary,7,YouTube,Travel,Australia,Urban,510,Student,11779,False,False,False,Low,,,
,61,male,1,Facebook,Travel,United States,Rural,511,Student,10075,False,True,True,Low,,,
,46,female,3,Facebook,Travel,United Kingdom,Rural,512,Student,14326,True,False,True,Medium,,,
,30,non-binary,8,Facebook,Sports,United Kingdom,Sub_Urban,513,Marketer Manager,15835,False,True,True,Low,,,
,29,male,3,Facebook,Travel,United Kingdom,Urban,514,Marketer Manager,15057,False,True,False,Low,,,
,48,non-binary,8,Facebook,Sports,United States,Sub_Urban,515,Marketer Manager,12349,False,True,False,Medium,,,
,63,female,1,Facebook,Travel,United Kingdom,Urban,516,Student,12773,True,True,True,Medium,,,
,19,non-binary,5,Instagram,Lifestlye,United States,Rural,517,Marketer Manager,12262,False,False,False,Medium,,,
,52,non-binary,4,YouTube,Travel,Australia,Rural,518,Software Engineer,13229,False,False,True,Medium,,,
,40,non-binary,5,YouTube,Lifestlye,United Kingdom,Urban,519,Marketer Manager,10392,True,False,True,Low,,,
,34,non-binary,8,Facebook,Travel,United Kingdom,Urban,520,Marketer Manager,11108,False,False,True,Low,,,
,43,male,4,YouTube,Travel,United Kingdom,Sub_Urban,521,Student,14362,True,True,True,Medium,,,
,25,male,4,YouTube,Travel,Australia,Urban,522,Marketer Manager,15188,False,False,True,Low,,,
,46,female,3,YouTube,Lifestlye,United Kingdom,Urban,523,Software Engineer,18802,False,False,False,High,,,
,43,male,7,Facebook,Lifestlye,United States,Urban,524,Student,15057,False,False,False,Low,,,
,27,male,3,Facebook,Travel,United States,Sub_Urban,525,Software Engineer,13998,False,True,False,Medium,,,
,43,female,3,YouTube,Sports,United Kingdom,Urban,526,Student,18864,False,False,False,High,,,
,51,male,5,YouTube,Travel,United Kingdom,Rural,527,Student,16566,False,False,True,High,,,
,58,male,5,Facebook,Lifestlye,Australia,Sub_Urban,528,Marketer Manager,13677,True,True,True,Medium,,,
,24,female,6,Instagram,Travel,Australia,Sub_Urban,529,Software Engineer,15796,False,True,False,Low,,,
,21,female,8,YouTube,Lifestlye,Australia,Rural,530,Student,16363,False,False,False,High,,,
,62,female,6,Instagram,Lifestlye,United Kingdom,Rural,531,Marketer Manager,18123,False,False,True,High,,,
,28,non-binary,1,YouTube,Lifestlye,Australia,Rural,532,Student,18222,True,True,True,High,,,
,46,non-binary,8,Instagram,Travel,Australia,Urban,533,Student,17690,True,False,True,High,,,
,53,female,8,Instagram,Lifestlye,United States,Rural,534,Student,11400,True,True,False,Low,,,
,42,female,9,Instagram,Lifestlye,Australia,Urban,535,Student,14071,False,False,True,Medium,,,
,38,female,9,Facebook,Travel,United States,Sub_Urban,536,Student,18808,False,False,True,High,,,
,53,non-binary,2,Instagram,Lifestlye,United States,Sub_Urban,537,Student,12786,True,False,False,Medium,,,
,27,non-binary,2,Instagram,Travel,Australia,Rural,538,Marketer Manager,17169,True,False,False,High,,,
,54,male,3,Instagram,Lifestlye,United States,Urban,539,Student,10870,True,False,False,Low,,,
,26,male,1,YouTube,Sports,United Kingdom,Rural,540,Software Engineer,14196,False,True,True,Medium,,,
,41,female,4,Instagram,Sports,United Kingdom,Rural,541,Marketer Manager,19604,True,True,True,High,,,
,52,non-binary,4,YouTube,Lifestlye,Australia,Urban,542,Software Engineer,12739,False,False,False,Medium,,,
,52,non-binary,9,Instagram,Sports,United Kingdom,Rural,543,Student,10940,False,False,True,Low,,,
